outbound_connection_rate,unique_dst_ips,dns_query_rate,failed_connection_ratio,nighttime_activity_ratio,port_scan_score,nxdomain_ratio,dga_domain_score,http_injection_indicators,cpu_usage_variance,label
127.39190242994253,106,135.61846109223947,0.3826515752190033,0.5177932797396985,0.5978808802577069,0.34581111354728666,5.360668098578586,9,33.97701009850208,1
69.30628926156596,36,53.05496970433562,0.01688831455224559,0.16796872721673925,0.12968997135353472,0.023515631090078228,1.8676984613052752,0,11.805819671980249,0
186.65078763803763,106,198.44049964396083,0.18522814604506121,0.6853631899468856,1.61505423861627,0.28274185234278365,5.411042912526576,9,51.33794197553962,1
36.66089661850029,23,43.63881108398717,0.0412485682004811,0.0931438688017574,0.1009472185270433,0.006839089421221584,1.9530177446638488,2,9.67085098042978,0
38.14683172327152,33,40.021251237581836,0.028809167028149535,0.06349580229301031,0.348046091343487,0.02188226155895879,3.1734719310566932,0,5.672380741583668,0
43.788403041267934,21,33.56903825332869,0.019732381463761023,0.13758211645070678,0.026277204419648037,0.062240827879957036,1.9260468154013155,1,10.415880246112788,0
45.02380121823498,19,39.19209371867213,0.04089789645415238,0.06221501804446395,0.005502895742610423,0.0006855916958471715,2.134429983636699,2,8.402891286586389,0
42.46924419673005,30,44.476250041297455,0.0450980336276772,0.2559878360847258,0.04853329149620397,0.055003704629036324,2.2303459672975663,0,3.5492620276824596,0
34.24217539176549,34,49.17636522964115,0.004066770348346131,0.11388880875754125,0.09850503188763676,0.0714161348692779,2.445642383083646,1,10.799935923123925,0
148.14523225042342,114,156.76125986431947,0.2891667632995068,0.705690686019274,2.4877061540441234,0.34132711253579834,4.470979066156446,10,39.58074844047181,1
63.67071336272039,26,30.368785035801608,0.036919006691494415,0.0910102024062277,0.08348318630716794,0.0886405164551802,2.139742176819187,0,10.911583056730635,0
51.75707427391792,20,47.214660338461755,0.017468658780349828,0.312654410698061,0.10907495499425411,0.03078491273161053,1.333492814980077,0,10.533474261049268,0
50.97775182234866,22,35.85792831195566,0.008665551668479305,0.3429828124849245,0.08441194203398393,0.01577909312581682,2.5602256377823656,0,8.152433417864804,0
25.16557323998489,23,30.873642809263387,0.036786117264967846,0.07128155037524629,0.06890250363156304,0.005673349300510398,1.9788159936798229,0,4.456097020623768,0
53.75233769615213,35,28.159021241153468,0.03655652478097231,0.2117832243051318,0.1027207503892514,0.0028785268547990533,3.156612358590213,0,5.5724349943526565,0
81.34702597830298,33,46.671347615155895,0.037253876905150245,0.022258375282110065,0.07730459557066714,0.011865544704318954,2.5385762658549003,1,4.758288426200478,0
37.572784033334415,28,44.8373290056922,0.04262432324327586,0.21894561263709572,0.027788169486071764,0.007260027361488651,2.650253410807437,1,8.85913195424798,0
52.21883460999909,35,43.739145688499306,0.02424442237494605,0.28379068731668794,0.04045704855717057,0.007781631692466487,2.2845918386146336,1,10.841002033003644,0
58.78977052969984,31,35.71737878997757,0.036489050831349505,0.04833896010723215,0.07938640218810801,0.008774962162073666,1.891847052977345,1,9.482890654862532,0
140.34873122487608,103,157.97196473273834,0.25018947032140926,0.61664785387412,1.7066964633817785,0.2570391898062115,4.662164609802825,4,27.586759866921646,1
39.6525744036027,30,42.18986594074047,0.016613534547772202,0.20171043213301287,0.07050462815776097,0.0358611701682933,3.3409461758757844,0,5.2807962863515385,0
45.561819469438646,33,30.15907159793239,0.0332588918421581,0.13115179021952567,0.035884828118726134,0.04735995378384778,2.810396297183642,0,8.945166626855068,0
73.95397127815646,24,39.7628857084935,0.0880888902777106,0.1625317552279943,0.13016916370777284,0.021385387891368256,2.9089456396200397,0,9.657974058560503,0
57.7183028619005,34,57.64366393666643,0.008308867943554477,0.23802402311875984,0.027436538030058705,0.04239463378526518,1.7976556199224483,0,9.354207518774352,0
60.86258699810626,32,47.23117204222259,0.05048654938755681,0.04948500869864348,0.5099248228879131,0.050509017267430706,3.2932730877267047,1,7.140520714338469,0
37.783456412405776,33,48.39375690565087,0.06315611864638596,0.07423579787509373,0.19511437284136093,0.019688332768347576,2.6048263139208303,0,12.128180128590913,0
75.47887550876104,38,42.578584895474606,0.02529766988174699,0.20873585321437177,0.13063489567717843,0.02415316002006335,3.061451932945447,1,5.882058580400998,0
56.11480940052701,28,44.95469222667299,0.12372125810494163,0.332798908812409,0.10777462021661662,0.09045583217484868,2.149846914161774,0,14.211401495324711,0
53.88998473872058,37,31.629141696033038,0.038351269124391796,0.16330113205348668,0.1712151835888651,0.0013526882473826475,1.7983533440473607,0,5.964860883703789,0
63.37325477593931,29,30.42219830254615,0.02087876713042179,0.076238928927003,0.17190476646583736,0.0027929017338107973,2.0296001469298854,0,6.825319022361984,0
57.25447624751714,31,47.70760449391259,0.029719407984303822,0.03895961495991978,0.06469656470091739,0.01899992834487356,3.502203332371388,0,12.250201466255234,0
155.7502435653293,83,162.64373502969465,0.2803609967986758,0.8426556680847938,1.4727998336689545,0.1856820422645325,3.8240612196052934,6,43.21341989027216,1
44.15833210078404,31,32.31127859263155,0.03712019929513525,0.23235630366629706,0.0007900547310619133,0.04365382375542917,2.37561214511665,0,9.073998534660436,0
73.54921205199314,23,38.01831715829224,0.01988844898637219,0.14462359519979323,0.013011042833701024,0.028538111270467476,2.8748199617299783,2,9.825078988341756,0
6.586870413527514,27,50.790224396026844,0.03319991600487621,0.14774015533137613,0.11826252737261633,0.0030349569044139262,2.3876553731993546,1,13.179213524418685,0
45.066493877537205,20,35.78327073474288,0.024448907034150594,0.38810053355851815,0.06282757564468709,0.0037205446746667726,2.806961327571702,1,9.381775371914083,0
158.45227834623208,111,226.72245563735856,0.2795225384193041,0.7910407688252875,2.4379219243683563,0.3766064454732412,4.919089747509028,4,24.65744923151185,1
67.72951011604957,28,30.56878088342448,0.05416679674549801,0.036701813087054315,0.03615512948743541,0.02465717167740325,3.222928668920139,0,9.949423805187996,0
85.30871416405719,38,49.781451834293414,0.03466059291567057,0.3074547836407857,0.05094224132437265,0.004500492289721493,1.9738917847909088,0,10.860483608869634,0
55.06401388320738,94,207.46707809384517,0.18322829701444815,0.7265081747728933,0.08072300111671568,0.29472210134165333,4.235825541334861,8,44.270654823561884,1
66.98115168456205,29,31.985373678531193,0.05409309521591619,0.28769680326802366,0.021142876373031673,0.039559595464046256,2.163231711150294,0,9.121364777304505,0
